,boat_name,activity,time
542,Wall Hanger,Weighed a 16.6 lb dolphin.,Monday @ 4:42 PM
543,Hatter-Done,Weighed a 488.1 lb blue marlin.,Monday @ 1:33 PM
544,Hatter-Done,Boated a blue marlin.,Monday @ 1:33 PM
545,Hatter-Done,Hooked up,Monday @11:52 AM
546,Reel Country,Weighed a 0.0 lb dq'd blue marlin.,Monday @11:59 AM
547,Reel Country,Boated a dq'd blue marlin.,Monday @11:59 AM
548,Reel Country,Hooked up,Monday @11:03 AM
549,Wall Hanger,Daily 1st Release,Saturday @ 8:14 AM
550,Sea Wolf,Daily 1st Release,Thursday @ 1:39 PM
551,Post Call,Daily 1st Release,Wednesday @ 9:07 AM
552,Lo Que Sea,Daily 1st Release,Tuesday @ 9:22 AM
553,Peggy,Daily 1st Release,Monday @ 9:26 AM
