,boat_name,activity,time
268,Drillin & Billin,Released a blue marlin.,Tuesday @ 1:32 PM
269,Drillin & Billin,Hooked up,Tuesday @ 1:25 PM
270,Sweetums,Released a blue marlin.,Tuesday @ 1:31 PM
271,Sweetums,Hooked up,Tuesday @ 1:12 PM
272,Top Dog,Released a blue marlin.,Tuesday @ 1:20 PM
273,Top Dog,Hooked up,Tuesday @ 1:01 PM
274,Drillin & Billin,Released a blue marlin.,Tuesday @ 1:17 PM
275,Drillin & Billin,Hooked up,Tuesday @ 1:12 PM
276,Diamond Girl,Released a blue marlin.,Tuesday @ 1:17 PM
277,High Time,Released a white marlin.,Tuesday @12:53 PM
278,High Time,Hooked up,Tuesday @12:47 PM
279,Ashley Lauren,Released a blue marlin/unverified.,Tuesday @12:45 PM
280,Ashley Lauren,Hooked up,Tuesday @12:37 PM
281,Sea Striker,Weighed a 500.2 lb blue marlin.,Tuesday @12:35 PM
282,Sea Striker,Boated a blue marlin.,Tuesday @12:35 PM
283,Sea Striker,Hooked up,Tuesday @11:33 AM
284,Full Pull,Released a blue marlin.,Tuesday @12:31 PM
285,Full Pull,Hooked up,Tuesday @11:10 AM
286,Floridian,Released a blue marlin.,Tuesday @12:29 PM
287,Floridian,Hooked up,Tuesday @12:19 PM
288,Redemption,Released a blue marlin.,Tuesday @12:26 PM
289,Redemption,Hooked up,Tuesday @12:05 PM
290,Deep Blue,Released a sailfish.,Tuesday @12:24 PM
291,Lo Que Sea,Released a dq'd.,Tuesday @12:23 PM
292,Lo Que Sea,Hooked up,Tuesday @12:07 PM
293,Hydrosphere,Released a blue marlin.,Tuesday @12:23 PM
294,Hydrosphere,Hooked up,Tuesday @11:57 AM
295,Islander,Released a blue marlin.,Tuesday @12:22 PM
296,Islander,Hooked up,Tuesday @12:02 PM
297,Carolina Time,Released a blue marlin.,Tuesday @12:17 PM
298,Carolina Time,Hooked up,Tuesday @11:34 AM
299,Pig Rig,Released a blue marlin.,Tuesday @12:16 PM
300,Pig Rig,Hooked up,Tuesday @11:57 AM
301,Hydrosphere,Released a blue marlin.,Tuesday @12:09 PM
302,Hydrosphere,Hooked up,Tuesday @11:57 AM
303,Brick Slinger,Lost (Wrong Species).,Tuesday @12:09 PM
304,Brick Slinger,Hooked up,Tuesday @12:07 PM
305,Reel Country,Lost (Pulled Hook).,Tuesday @12:01 PM
306,Reel Country,Hooked up,Tuesday @11:15 AM
307,Predator,Lost (Wrong Species).,Tuesday @11:58 AM
308,Predator,Hooked up,Tuesday @11:58 AM
309,Marsh Madness,Released a blue marlin.,Tuesday @11:56 AM
310,Marsh Madness,Hooked up,Tuesday @ 9:09 AM
311,Renegade,Released a white marlin.,Tuesday @11:53 AM
312,Top Dog,Lost (Wrong Species).,Tuesday @11:38 AM
313,Top Dog,Hooked up,Tuesday @11:38 AM
314,Due South,Released a white marlin.,Tuesday @11:33 AM
315,Due South,Hooked up,Tuesday @11:29 AM
316,Katessa II,Released a sailfish.,Tuesday @11:28 AM
317,Katessa II,Hooked up,Tuesday @11:24 AM
318,Doc Fees,61st Release,Tuesday @11:27 AM
319,Doc Fees,Released a 61st release.,Tuesday @11:27 AM
320,Doc Fees,Released a blue marlin.,Tuesday @11:27 AM
321,Doc Fees,Hooked up,Tuesday @11:09 AM
322,Ann Warrick,Released a blue marlin.,Tuesday @11:27 AM
323,Ann Warrick,Hooked up,Tuesday @11:23 AM
324,Sea Toy,Released a white marlin.,Tuesday @11:27 AM
325,Low Profile,Released a blue marlin/unverified.,Tuesday @11:26 AM
326,Low Profile,Hooked up,Tuesday @11:05 AM
327,First Look,Released a blue marlin.,Tuesday @11:24 AM
328,First Look,Hooked up,Tuesday @11:01 AM
329,Just Chillin,Lost (Pulled Hook).,Tuesday @11:17 AM
330,Just Chillin,Hooked up,Tuesday @11:17 AM
331,Blue Sky,Released a white marlin.,Tuesday @11:15 AM
332,Blue Sky,Hooked up,Tuesday @10:56 AM
333,Uno Mas,Released a blue marlin.,Tuesday @11:06 AM
334,VooDoo Child,Released a blue marlin.,Tuesday @11:00 AM
335,Wall Hanger,Released a blue marlin.,Tuesday @10:58 AM
336,Wall Hanger,Hooked up,Tuesday @10:50 AM
337,Due South,Lost (Pulled Hook).,Tuesday @10:57 AM
338,Due South,Hooked up,Tuesday @10:47 AM
339,Annie O,Released a blue marlin.,Tuesday @10:51 AM
340,Annie O,Hooked up,Tuesday @10:04 AM
341,Doc Fees,Released a sailfish.,Tuesday @10:49 AM
342,High Time,Lost (Pulled Hook).,Tuesday @10:40 AM
343,High Time,Hooked up,Tuesday @10:19 AM
344,Sea Toy,Released a white marlin.,Tuesday @10:32 AM
345,Katessa II,Released a blue marlin.,Tuesday @10:26 AM
346,Katessa II,Hooked up,Tuesday @10:14 AM
347,The General,Released a sailfish.,Tuesday @10:20 AM
348,Sashimi,Lost (Pulled Hook).,Tuesday @10:10 AM
349,Sashimi,Hooked up,Tuesday @ 9:50 AM
350,18 Reeler,Released a blue marlin.,Tuesday @10:08 AM
351,18 Reeler,Hooked up,Tuesday @ 9:34 AM
352,Hit N Run,Lost (Pulled Hook).,Tuesday @10:06 AM
353,Hit N Run,Hooked up,Tuesday @10:03 AM
354,Hit N Run,Released a sailfish.,Tuesday @10:06 AM
